"levelSim","level","slopeMeanCurve","slopeMeanCurveOrig","meanSlopeCurves","sObs","shannon","simpson"
"1000","Putumayo","0.319532743553866","0.424496254820852","0.358583827477927","1856","-7.15118489079424","0.00118664005069805"
"1000","Vaupés","0.269883596571373","0.372682158362984","0.309082582403644","1776","-7.05242916806679","0.0013883743336883"
"1000","Amazonas","0.100370982262137","0.169164834999113","0.133646231593901","3914","-7.42161522572779","0.00156820378745884"
"2000","San Andrés y Providencia","0.0422408455021086","0.0930681868330534","0.0716555445884856","53","-3.21769330689878","0.0615530802037774"
"2000","La Guajira","0.0177418391869129","0.04069545512707","0.0310887663229229","761","-5.41177116668269","0.00707719384241915"
"2000","Magdalena","0.048362406721737","0.0873144049691919","0.0721115565360047","1519","-5.61611870403119","0.0122584810629697"
"2000","Atlántico","0.0561359483997979","0.116718470022097","0.086869960997797","382","-5.34263472411453","0.00654022021078144"
"2000","Bolívar","0.184101647095049","0.261827219908456","0.21664762303038","694","-5.43557877789829","0.0220619170796114"
"2000","Cesar","0.169613668936516","0.262651255283757","0.216585132717702","542","-5.67331379258475","0.00883127696529042"
"2000","Córdoba","0.0286959034273762","0.0562368165259947","0.0424063740600888","821","-5.56156319452327","0.00569944644131796"
"2000","Sucre","0.102194505009778","0.157887850215826","0.130576112804252","430","-4.47881650131887","0.0526440714564526"
"2000","Chocó","0.157123373330265","0.257212351196665","0.216677438972855","2374","-7.32538588658368","0.00101866365485548"
"2000","Antioquia","0.0347706435079942","0.0741989408325053","0.0616872674127543","8105","-7.69929024620069","0.00135068115184497"
"2000","Norte de Santander","0.167099566243647","0.261245689111283","0.218952215547169","1038","-6.33871726172084","0.0038871594039412"
"2000","Santander","0.133763010361051","0.220707422138181","0.188142603209424","3085","-7.30443694263481","0.00191754821561459"
"2000","Boyacá","0.0827610806498093","0.15328939448775","0.12251359853595","2587","-7.12405483368593","0.00161821290847406"
"2000","Arauca","0.0916393405399828","0.152343373679664","0.117262199572005","628","-5.66752675598885","0.00499555570733786"
"2000","Casanare","0.133477462319245","0.20252478440249","0.162087707196","1378","-6.27984648685206","0.00498555724143865"
"2000","Vichada","0.149285941349623","0.235258239533101","0.189105084370494","1428","-6.61539483403183","0.00252372610337459"
"2000","Risaralda","0.106011613476053","0.181298302459256","0.147261681793274","1848","-6.72085320277359","0.00285711252703215"
"2000","Caldas","0.0460025693545758","0.0861323795559042","0.0668220348228424","1837","-6.33632658423973","0.00347491001383713"
"2000","Tolima","0.136531272557421","0.229035042039444","0.189960540854183","2007","-7.01579471196061","0.00189984692264145"
"2000","Cundinamarca","0.0578663994290444","0.12171993786526","0.102669994236849","3924","-7.5698445885095","0.000938046689479922"
"2000","Valle del Cauca","0.054565928876199","0.102415823672825","0.0840445792313836","3801","-7.01304460044076","0.00240934690914148"
"2000","Quindío","0.0424754272518865","0.0884738809282882","0.0742384855014217","1316","-6.05869109610608","0.00724576234136685"
"2000","Meta","0.0833444619310454","0.150260672922619","0.119309331873028","3344","-7.25048952237757","0.00173649332192457"
"2000","Cauca","0.123505188566251","0.201136209325637","0.162692644193205","2104","-6.88944052092321","0.00213907994053636"
"2000","Huila","0.141337009768111","0.229886950232748","0.188059401844046","1403","-6.6706291058024","0.0021177122467107"
